,Q1A,Q2A,Q3A,Q4A,Q5A,Q6A,Q7A,Q8A,Q9A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q20A,Q21A,Q22A,Q23A,Q24A,Q25A,Q26A,Q27A,Q28A,Q29A,Q30A,Q31A,Q32A,Q33A,Q34A,Q35A,Q36A,Q37A,Q38A,Q39A,Q40A,Q41A,Q42A,gender
154,3,4,1,1,1,4,3,1,4,1,2,4,2,2,2,3,4,3,4,1,3,1,1,1,4,3,3,2,2,2,1,2,4,4,1,1,1,3,3,4,1,1,3
155,2,3,2,1,3,2,2,1,2,2,1,3,3,2,4,2,3,1,2,1,3,2,1,2,1,2,2,2,2,4,3,2,3,2,2,1,2,3,3,3,4,2,2
156,1,2,2,2,1,1,1,1,2,1,2,2,1,3,1,1,1,1,1,1,1,1,1,2,3,1,2,1,1,1,1,1,2,1,2,2,1,1,1,3,1,1,2
157,2,1,1,1,1,3,1,2,1,2,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,3,3,2,2,2,3,3,2,1,2,1,1,2,2,2,2,2,2
158,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
159,1,1,1,1,1,1,1,2,2,1,1,3,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,2,1,2,1,3,1,1,1,1,1,1,1,1,2,1
160,2,1,3,1,1,2,1,1,3,1,3,3,2,3,2,1,2,4,1,1,2,1,4,2,2,2,1,2,1,1,1,3,2,2,3,1,1,2,1,3,2,3,1
161,2,1,1,1,3,2,2,2,3,4,3,4,4,1,3,3,4,3,2,3,3,3,1,3,2,3,2,2,3,3,2,3,3,3,2,3,4,4,2,2,2,2,1
162,2,4,1,1,3,3,1,2,2,2,3,2,3,2,1,2,2,2,1,2,2,3,2,2,2,3,2,1,2,1,2,2,2,2,2,1,1,1,2,1,1,3,2
163,4,4,3,2,4,3,2,3,1,3,3,1,2,3,1,3,3,4,4,1,2,4,1,2,2,4,4,2,3,2,3,3,2,4,3,1,3,2,4,2,1,3,2
164,1,2,1,1,1,2,1,1,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
165,4,4,1,3,2,4,2,2,3,2,4,2,1,4,2,1,2,3,3,1,2,2,1,1,2,2,4,4,4,2,1,4,2,1,3,3,1,1,4,4,2,3,2
166,1,1,2,1,2,3,1,2,3,2,3,1,4,1,2,3,3,3,1,1,1,2,1,2,1,3,3,2,2,1,3,3,2,1,1,1,3,2,3,3,1,3,1
167,3,3,4,4,3,2,3,4,3,4,4,4,4,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,4,3,4,3,4,4,3,3,4,2
168,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1
169,3,1,4,1,3,4,2,4,2,4,4,4,4,2,1,3,4,3,1,3,1,3,1,4,1,3,3,3,3,2,4,3,4,4,2,2,3,1,4,4,1,3,2
170,1,4,4,4,4,1,4,4,4,4,1,3,4,2,2,4,4,1,4,1,4,1,4,4,4,4,2,3,2,1,4,3,3,4,1,1,4,4,1,3,4,4,1
171,2,1,3,1,4,3,2,2,3,2,3,3,2,1,1,4,3,1,1,3,3,3,1,3,2,2,1,3,2,3,1,2,3,2,1,2,2,2,2,3,2,2,2
172,3,2,2,2,3,2,1,4,3,3,4,2,3,3,2,2,3,3,2,4,3,4,1,3,3,3,4,1,3,2,2,3,3,2,1,1,3,4,3,2,2,4,2
173,2,1,2,1,3,2,1,2,2,2,2,2,2,3,1,3,3,1,1,2,3,2,1,3,1,2,2,2,2,3,2,2,2,2,3,1,2,3,2,4,1,3,2
174,2,3,4,1,2,4,1,1,1,2,4,2,2,3,1,2,2,4,3,2,2,3,1,2,1,2,3,3,2,1,4,3,2,4,3,1,2,2,4,1,1,2,2
175,3,2,4,4,4,3,2,4,3,4,3,2,4,4,2,4,4,4,1,2,2,4,4,4,4,4,4,4,3,3,4,4,3,4,4,3,2,2,4,4,2,4,3
176,2,4,2,2,3,2,2,3,3,3,3,2,2,3,2,1,2,2,1,2,2,3,1,3,1,1,3,2,2,1,3,4,2,2,4,2,2,2,3,2,3,2,2
177,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,2,2
178,2,2,3,1,2,2,1,4,4,2,3,3,4,1,1,3,4,1,1,4,3,2,2,3,3,4,3,2,3,2,3,2,4,4,1,4,2,2,2,4,2,3,2
179,3,1,3,1,2,4,1,4,4,2,3,3,4,2,1,3,3,2,2,4,2,3,1,3,2,2,2,2,3,2,3,2,4,4,2,3,1,2,2,3,1,3,1
180,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,2
181,1,3,1,1,2,2,1,1,1,1,2,1,1,3,1,2,1,2,2,1,3,2,1,2,2,1,2,1,2,2,2,4,1,2,4,1,1,3,1,2,1,4,1
182,2,3,4,4,4,1,3,4,3,1,2,1,4,2,1,3,1,3,3,1,4,3,1,3,4,4,2,4,3,4,4,3,3,1,3,1,4,4,3,4,3,3,2
183,4,4,4,1,2,3,1,2,4,4,1,1,4,4,4,4,3,2,2,3,4,3,1,4,2,4,3,1,2,2,3,4,4,4,3,4,4,4,4,4,2,4,2
184,3,2,1,1,1,4,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,1,1,2,2,1,2,2,3,1,2,2,3,1,1,1,1,2,1,1,3,1
185,3,2,1,2,3,3,1,2,4,2,3,3,1,4,1,2,1,3,2,4,1,3,3,2,3,2,3,3,3,4,1,2,3,1,2,3,1,1,3,4,1,2,2
186,1,2,2,1,2,3,2,2,2,1,3,2,4,3,1,2,3,2,2,2,2,2,1,2,1,4,2,3,3,1,2,1,4,3,2,1,1,2,2,3,4,3,1
187,4,2,2,1,3,2,2,2,2,2,4,1,2,3,1,2,3,4,3,1,1,3,1,2,2,2,3,2,3,1,2,2,2,2,3,1,1,1,3,2,1,3,1
188,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
189,2,1,2,1,2,3,3,2,1,2,3,2,2,3,1,1,3,4,1,1,2,3,1,1,2,3,4,1,3,1,1,1,2,2,2,2,2,1,4,1,1,2,2
190,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
191,4,4,4,3,4,4,4,3,4,4,4,4,4,3,2,4,4,4,4,4,4,4,2,2,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,2
192,2,3,4,2,4,4,2,3,1,4,4,2,4,1,2,3,2,1,1,4,4,4,2,4,4,4,4,2,4,4,3,2,3,2,1,1,4,2,3,2,3,4,2
193,4,1,4,1,2,4,1,4,2,4,4,1,4,4,1,4,4,4,1,1,4,4,1,4,4,4,4,1,4,1,4,4,1,4,4,1,4,4,4,1,2,4,1
194,2,4,2,4,2,2,4,4,4,2,2,4,2,3,2,2,2,2,2,2,2,3,2,2,4,3,2,4,3,2,2,2,4,2,2,2,2,2,2,4,4,2,1
195,1,1,1,1,2,3,1,3,1,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,1,2,1,3,1,1,2,1,2,1,2,2,2,1,1,2
196,2,2,2,3,2,3,1,2,2,2,2,2,2,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2
197,1,2,1,1,2,1,2,2,3,1,1,2,2,1,2,1,2,1,2,2,1,3,1,1,3,2,1,1,2,2,2,2,2,2,1,2,1,1,1,2,1,3,2
198,3,4,3,1,4,2,4,3,2,4,3,3,4,4,2,3,3,4,4,2,3,4,2,3,3,4,3,3,3,2,3,3,3,4,3,2,4,2,3,4,1,4,2
199,4,4,2,4,4,4,4,4,4,4,3,4,3,4,4,3,3,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,4,2
200,3,4,4,1,4,4,1,4,4,2,3,3,4,3,2,3,3,1,1,4,3,4,1,3,2,3,4,2,4,2,2,3,2,3,4,2,2,3,3,4,1,3,1
201,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2
202,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1
203,3,1,3,1,2,3,1,3,2,3,3,1,3,4,2,2,4,2,1,1,4,2,1,2,1,4,3,1,3,1,2,2,1,4,1,1,4,4,1,1,1,2,1
204,2,1,2,2,4,1,1,1,2,2,1,2,2,1,1,2,2,2,1,1,1,2,1,3,2,3,2,3,1,1,3,1,3,2,1,1,2,2,1,1,1,4,2
205,2,2,1,1,3,4,2,4,4,2,3,4,3,3,2,2,2,3,2,3,1,3,1,1,3,2,3,4,3,3,2,3,3,2,4,1,1,1,3,3,3,3,2
206,2,2,4,2,3,2,2,2,2,3,2,3,3,2,1,4,4,1,2,3,4,3,1,3,2,3,3,3,2,2,2,2,3,3,2,2,3,4,4,3,1,3,2
207,2,3,2,1,2,2,1,2,3,3,3,3,2,3,1,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,1,2,3,2,2,1,2,2,2,3,2,2,1
208,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2
209,4,2,1,1,2,2,1,2,2,1,4,1,2,3,1,3,4,1,3,1,1,1,1,2,1,2,1,1,2,3,3,1,1,2,3,1,4,1,3,1,1,1,1
210,1,3,2,1,2,2,2,4,4,2,1,3,2,3,1,2,2,1,4,2,2,4,1,3,2,2,3,1,1,2,3,2,2,2,3,2,2,2,3,2,3,4,1
211,4,1,2,1,2,3,1,4,1,2,4,3,3,2,1,2,2,4,1,1,2,4,1,2,2,3,4,2,3,1,1,2,3,2,2,1,2,2,4,1,1,2,1
212,2,1,1,1,2,2,1,4,3,2,2,3,2,4,1,2,2,3,3,2,1,4,1,1,3,2,2,2,2,1,2,2,3,2,2,2,1,1,2,2,4,4,2
213,1,1,1,1,1,2,2,1,1,1,1,3,3,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1
214,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,3,2,1,2,2,2,1,3,2,2,2,2,2,2,2,2,2,1
215,4,1,4,2,4,4,2,4,1,4,3,3,3,2,2,4,3,2,2,4,2,4,1,4,4,3,3,2,4,2,3,2,3,2,1,2,4,2,3,4,2,4,2
216,3,1,2,2,3,4,1,4,3,2,4,2,3,4,1,3,3,4,2,1,3,3,1,2,2,3,4,3,4,1,2,2,4,2,4,1,3,2,4,1,1,3,1
217,3,2,2,2,3,2,2,3,2,2,3,2,3,3,1,3,2,3,2,1,3,3,1,3,2,2,3,1,2,2,3,3,2,2,3,1,3,2,3,1,2,3,1
218,2,1,1,1,3,3,1,2,1,1,3,2,1,4,2,1,1,2,1,1,1,2,1,1,1,2,4,1,2,1,1,3,1,1,2,1,1,1,3,2,1,2,2
219,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,3,2,2,3,2,1,2,2,2,2
220,2,2,3,1,3,3,2,4,4,4,4,4,4,2,2,3,4,1,3,2,4,2,1,2,3,4,1,3,3,3,2,1,4,4,1,2,4,4,2,2,3,4,1
221,4,3,1,2,3,4,2,3,3,3,3,4,4,4,3,3,2,4,3,3,4,3,1,4,3,4,4,3,3,3,2,3,4,3,4,2,4,3,4,2,3,3,2
222,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,4,1,4,4,4,4,4,4,4,4,4,1,4,4,1,4,1,4,1,1,4,4,4,4,1,4,4,2
223,3,3,2,2,2,2,2,1,3,2,2,2,3,1,1,3,4,1,2,3,2,2,2,2,3,3,2,3,2,3,2,2,2,3,3,3,3,3,3,3,1,2,2
224,2,2,4,1,1,4,2,4,3,3,4,2,4,4,4,2,4,3,1,2,4,3,1,3,1,4,4,1,4,1,2,1,2,4,2,1,2,4,4,2,2,1,2
225,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2
226,4,3,3,2,3,4,2,4,4,4,4,3,4,4,2,3,4,3,3,3,4,4,2,4,2,4,4,3,4,4,3,4,2,4,4,3,4,4,4,4,2,3,2
227,2,1,1,1,1,3,1,4,1,1,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,3,2,1,1,1,1,1,2,1,1,2,2
228,3,2,1,1,4,2,1,2,2,1,2,1,2,1,1,1,3,2,1,1,1,1,1,3,1,2,3,1,3,1,1,2,1,2,2,1,1,2,3,1,1,4,2
229,2,1,3,2,4,4,1,2,2,4,3,1,4,1,2,4,3,2,1,2,4,3,1,3,2,4,3,2,2,2,4,4,1,4,1,1,4,4,2,2,1,4,2
230,2,3,1,2,1,1,3,2,3,4,3,1,1,2,3,3,3,1,1,2,1,2,3,3,1,2,2,2,4,2,3,4,1,1,3,2,2,2,2,2,3,2,2
231,3,1,3,1,3,2,2,3,2,4,3,2,4,3,1,4,4,1,2,2,3,3,2,3,3,4,4,3,2,3,3,2,2,4,3,2,4,4,4,4,2,4,1
232,1,1,2,1,2,2,1,2,2,3,3,2,3,2,1,3,2,2,1,1,1,2,1,2,1,3,2,2,3,2,3,2,2,3,2,2,2,2,3,2,1,2,1
233,4,1,3,1,2,2,2,2,3,1,4,3,3,1,1,2,2,4,1,2,2,2,1,2,2,3,2,2,3,1,2,2,2,3,2,1,2,2,2,4,1,2,2
234,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
235,1,1,2,1,2,4,1,1,3,4,2,3,1,1,1,4,4,1,1,2,4,1,1,4,1,2,1,2,1,3,4,1,3,3,1,2,4,4,1,3,1,2,1
236,2,1,2,1,2,1,1,2,1,1,2,2,2,2,1,2,1,1,1,2,1,2,1,2,2,2,2,1,1,1,3,1,1,1,1,1,2,2,2,2,1,3,2
237,3,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2
238,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,1,2,1,2,2,1,2,2,1,2,3,1,1,1,2,2,2,2,1,3,1
239,1,3,4,2,3,1,3,2,4,4,4,4,4,4,4,4,4,2,4,3,4,3,2,4,4,4,4,3,4,4,4,3,2,4,4,2,4,4,4,2,3,4,1
240,4,1,3,2,3,4,1,4,4,4,3,4,4,3,1,4,4,3,4,3,4,3,1,4,2,3,4,3,4,3,4,4,4,4,3,4,3,4,3,3,1,4,1
241,4,3,4,2,4,3,2,3,2,4,2,4,4,1,2,4,4,4,2,3,4,4,3,4,3,4,1,3,3,3,4,2,4,4,1,2,4,4,3,2,3,4,2
242,4,2,1,2,3,3,2,4,1,1,4,2,2,3,1,2,3,4,1,1,1,4,1,3,2,3,4,1,4,1,2,4,1,4,4,1,2,2,4,1,2,3,1
243,2,3,1,1,1,2,3,4,4,1,1,2,1,3,2,1,1,1,1,2,1,1,2,1,1,1,3,3,1,1,1,2,2,1,1,3,1,1,2,1,1,4,1
244,2,1,2,3,4,2,3,3,4,4,3,2,4,2,1,2,4,2,4,4,4,2,2,2,3,4,3,2,2,1,2,1,3,4,1,3,4,4,2,3,4,4,1
245,2,1,2,1,1,2,1,3,3,2,1,3,3,1,1,2,2,2,1,1,2,2,1,3,3,1,1,1,2,2,2,1,3,2,1,3,2,2,2,1,1,2,2
246,2,3,2,4,3,1,2,4,3,4,3,3,2,3,3,4,4,3,2,2,3,3,2,3,3,2,4,3,3,3,2,3,3,3,2,2,4,3,3,2,2,4,2
247,4,2,2,1,1,1,1,2,3,1,2,2,3,2,1,2,4,1,1,1,3,4,1,1,3,2,1,3,2,2,3,4,3,2,4,1,2,1,3,4,1,3,1
248,4,4,1,1,3,2,1,4,3,2,4,3,4,1,1,2,1,2,3,2,1,2,2,1,2,1,3,2,2,2,1,2,4,1,2,3,1,4,1,4,1,2,2
249,4,4,3,1,4,3,1,4,3,4,3,3,2,2,1,3,4,3,4,1,3,2,1,2,1,3,3,3,3,3,4,2,3,4,3,1,4,4,3,4,1,3,1
250,4,2,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,1
251,3,2,1,1,1,2,1,2,2,1,4,1,2,1,2,2,2,4,1,2,2,1,3,1,1,2,3,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2
252,2,3,2,2,4,3,2,2,4,3,3,2,3,1,3,4,4,3,3,3,4,2,2,4,2,3,2,2,3,3,3,2,3,4,1,2,4,3,3,3,3,4,2
253,1,3,4,2,2,3,2,2,1,2,4,2,4,3,2,2,1,2,1,1,3,2,2,2,3,2,2,2,1,4,3,3,3,2,1,2,4,3,4,2,3,2,2
254,1,3,1,2,2,1,1,1,2,1,2,1,2,3,1,1,1,2,1,1,2,1,3,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2
255,4,3,1,3,3,4,4,4,3,4,4,4,2,4,4,1,4,2,3,3,4,3,3,2,3,4,4,4,4,3,2,4,4,2,4,4,2,3,4,4,4,3,2
256,4,2,3,2,3,3,2,3,3,3,4,3,3,4,2,3,4,4,2,3,3,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,2,2,3,2
257,3,2,3,1,3,1,2,2,2,3,3,3,4,1,2,3,4,2,2,2,4,2,2,3,1,3,2,2,3,2,3,1,3,4,1,3,4,4,2,2,2,4,2
258,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1
259,2,1,1,1,2,2,1,3,3,1,2,1,2,2,1,2,2,1,2,3,2,2,1,2,1,1,2,2,2,3,1,1,2,1,2,2,2,1,3,1,2,2,2
260,3,1,2,2,2,2,2,2,3,1,2,3,2,2,1,1,2,2,3,4,2,2,2,1,4,3,2,3,2,1,1,4,3,2,2,3,1,2,3,4,3,1,1
261,3,1,2,1,3,3,3,2,4,4,4,4,3,4,1,3,3,4,2,4,3,3,3,2,2,2,4,4,2,2,3,3,3,4,2,4,3,4,3,4,2,1,2
262,2,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,3,4,2
263,2,1,1,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,2,1,2,1,1,1,2,1,1,2,2
264,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
265,4,2,1,1,3,3,2,3,3,2,3,2,4,3,2,2,3,1,2,3,1,3,1,2,1,2,2,3,3,4,2,3,2,2,2,4,2,1,2,3,2,4,2
266,4,1,1,1,3,3,2,2,3,2,3,2,1,4,2,4,1,4,2,2,1,2,1,4,3,2,1,1,2,3,1,2,3,2,3,2,1,1,1,3,1,4,2
267,4,1,2,1,2,3,1,4,4,2,3,4,3,3,2,3,1,3,2,3,2,3,1,1,1,3,4,2,2,3,2,1,3,2,1,3,3,1,4,4,1,3,2
268,2,1,4,2,2,2,1,3,3,2,2,2,2,2,2,2,3,2,3,2,2,2,2,4,3,1,3,2,4,3,2,1,3,2,3,2,3,2,1,2,4,4,1
269,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2
270,2,1,2,2,3,3,1,3,3,1,3,3,3,2,1,3,3,2,3,3,3,2,1,3,3,3,3,3,3,3,2,1,2,3,3,3,2,3,3,2,3,2,2
271,3,2,3,1,3,2,1,3,4,4,3,2,3,4,3,4,4,2,1,3,3,2,2,3,3,3,2,2,2,3,3,4,2,3,4,2,4,4,2,4,1,4,1
272,4,3,4,4,2,4,2,4,4,4,4,4,4,4,3,4,4,4,2,4,4,2,4,3,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,3,2,4,2
273,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
274,3,3,3,1,3,3,1,2,3,4,4,3,2,2,2,4,4,2,3,1,4,3,1,3,3,2,4,2,3,4,4,4,2,4,4,1,4,4,3,4,1,4,1
275,4,3,4,3,3,3,2,4,3,2,4,3,4,3,1,3,4,3,2,2,1,4,2,3,3,4,4,4,4,3,4,3,4,2,2,2,3,2,3,2,2,4,2
276,3,2,3,1,1,2,2,2,3,2,3,2,3,3,1,4,2,1,1,3,2,2,1,3,3,3,4,3,4,3,3,2,2,2,3,1,2,3,2,3,3,3,2
277,3,2,3,1,3,3,2,3,3,3,3,4,3,3,1,2,2,2,4,3,1,2,1,3,2,2,3,2,2,2,3,3,3,2,2,2,2,2,3,1,2,4,1
278,2,1,4,3,3,3,2,3,2,2,2,1,2,1,1,2,1,1,1,2,3,2,1,2,1,2,2,1,4,2,4,1,3,3,2,3,4,3,3,2,2,3,1
279,2,2,2,2,1,4,1,2,2,1,3,1,2,3,1,1,2,3,3,2,1,1,2,3,1,1,3,2,2,1,2,2,2,1,2,2,1,1,2,1,2,3,2
280,1,2,3,1,3,2,1,1,3,4,2,2,3,2,1,3,4,2,1,2,4,2,1,2,1,2,3,1,2,2,2,3,1,4,4,1,3,4,2,4,1,2,1
281,3,3,1,2,2,4,1,2,4,1,4,4,2,3,1,1,3,2,4,2,1,3,3,1,3,2,3,3,2,2,1,2,3,1,1,2,2,1,4,3,2,2,2
282,2,1,4,3,4,1,2,4,4,3,2,4,4,3,4,4,4,2,1,4,4,3,3,4,1,4,2,2,2,2,3,3,4,4,2,4,4,3,2,4,2,4,1
283,2,1,2,1,2,2,1,1,2,2,2,1,2,1,1,3,2,1,1,1,2,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,2,1
284,1,1,1,1,3,1,1,1,2,2,1,2,1,4,1,4,1,2,4,1,1,2,1,2,1,1,1,1,1,2,3,2,2,1,2,1,3,2,1,3,4,3,2
285,1,1,2,1,2,2,1,2,2,3,2,2,1,2,2,2,2,2,1,1,2,2,1,3,1,1,2,1,2,3,2,2,2,2,1,1,2,3,2,4,1,2,1
286,3,4,3,4,2,4,2,4,3,4,3,2,2,2,2,3,4,4,2,1,4,4,3,3,3,1,4,2,4,3,2,3,2,4,2,1,4,4,3,3,2,2,2
287,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1
288,2,3,4,2,3,2,3,2,2,4,3,3,4,2,4,4,4,1,2,2,3,2,1,4,2,3,4,3,4,1,4,4,2,4,4,1,3,4,3,3,2,3,2
289,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
290,4,1,2,4,4,1,2,4,2,1,4,4,1,4,2,2,1,2,3,3,1,4,1,2,3,2,4,3,1,3,2,3,3,1,2,3,1,1,4,3,2,4,1
291,1,1,2,1,4,1,1,4,1,2,2,2,3,2,3,3,1,2,1,3,2,3,1,3,2,3,1,1,1,1,4,1,3,2,3,3,2,3,1,1,1,3,1
292,3,3,2,3,4,2,4,3,3,2,3,3,3,4,3,3,3,3,3,4,2,3,2,3,2,3,3,3,4,3,3,4,3,3,2,3,2,2,4,4,3,3,2
293,2,1,2,1,3,1,1,1,2,3,2,1,2,2,1,2,2,2,1,1,2,1,1,3,1,2,1,1,1,2,2,1,1,2,1,1,3,2,1,1,1,2,1
294,2,1,1,1,1,2,1,2,2,1,2,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,3,1,2,3,1,1,1,2,2,1,2,2
295,2,2,2,4,2,2,4,3,2,2,3,3,2,3,1,2,2,2,1,2,2,2,1,3,4,2,3,2,3,2,2,4,2,2,3,1,3,2,3,2,3,2,2
296,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
297,2,2,4,3,4,2,3,3,2,2,2,4,2,2,2,2,2,2,1,3,3,3,1,3,4,2,2,2,3,3,4,2,3,2,2,3,4,3,3,2,2,3,2
298,2,2,2,2,3,2,1,2,2,2,3,2,2,2,1,1,1,2,1,2,2,3,1,2,1,2,2,2,2,3,1,3,2,1,2,2,2,2,2,2,1,2,2
299,3,3,2,1,3,2,4,3,3,4,3,3,3,1,4,2,4,1,1,4,1,2,3,2,1,4,2,1,4,2,2,2,3,2,2,3,1,1,3,2,2,3,2
300,4,4,3,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,4,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1
301,3,3,3,2,3,3,3,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,1,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,1,2,3,2
302,3,1,3,2,3,1,2,2,4,4,4,3,4,2,2,3,4,2,1,2,4,2,1,4,1,4,4,2,3,2,3,2,2,4,2,2,4,4,3,3,2,2,1
303,3,1,2,3,2,4,4,3,4,2,3,3,3,3,2,2,3,4,2,1,4,3,2,2,2,3,4,2,2,2,2,1,2,2,2,3,2,3,4,3,4,2,2
304,3,2,2,2,3,3,2,3,3,3,3,4,3,3,2,3,3,3,2,2,3,3,1,3,3,3,3,3,3,2,3,3,3,3,3,1,2,2,3,3,1,4,2
305,2,4,3,1,3,2,1,3,2,3,2,4,2,2,1,2,4,2,2,3,2,3,2,3,1,2,2,2,4,2,3,1,2,4,1,2,2,1,2,3,2,3,1
306,3,4,2,4,4,3,4,3,4,2,3,3,3,2,3,2,2,2,3,4,2,3,1,2,3,3,3,4,3,3,2,3,3,3,2,4,1,1,3,3,4,2,2
307,2,1,2,2,3,2,2,3,2,2,3,3,3,3,1,2,3,2,1,2,2,3,1,2,2,3,3,2,2,2,2,3,3,2,2,1,2,2,3,2,2,3,3
308,1,1,1,1,1,2,1,3,1,1,2,1,2,3,1,2,1,1,1,1,2,3,1,2,2,3,2,1,1,1,2,2,1,2,1,1,1,1,2,1,1,2,2
309,3,3,1,3,3,3,3,3,3,2,3,3,3,3,3,1,3,3,3,3,2,3,1,2,3,3,3,3,3,3,1,3,3,3,3,3,2,3,3,3,3,1,2
